epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
46,0.6953,0.6937,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
47,0.6946,0.6938,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
48,0.6951,0.7003,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
49,0.6947,0.6948,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
50,0.6943,0.6935,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
51,0.6964,0.6932,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
52,0.6946,0.6947,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
53,0.6959,0.6933,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
54,0.6955,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
55,0.6949,0.6963,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
56,0.6938,0.6946,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
57,0.6964,0.703,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
58,0.697,0.6933,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
59,0.695,0.6958,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
60,0.6952,0.6934,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
61,0.6944,0.6939,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
62,0.6948,0.6951,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
63,0.6938,0.6962,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
64,0.694,0.6996,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
65,0.6952,0.6932,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
66,0.6974,0.7107,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
67,0.6954,0.6987,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
68,0.6936,0.694,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
69,0.6957,0.6935,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
70,0.6946,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
71,0.6937,0.6988,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
72,0.696,0.6951,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
73,0.6939,0.696,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
74,0.6946,0.6934,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
75,0.6951,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
76,0.6955,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
77,0.6949,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
78,0.6946,0.6936,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
79,0.6955,0.6937,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
80,0.6952,0.6953,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
81,0.6968,0.6933,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
82,0.6954,0.6946,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
83,0.6945,0.6934,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
84,0.695,0.6994,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
85,0.6963,0.6992,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
86,0.6953,0.6934,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
87,0.6956,0.6942,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
88,0.6943,0.6958,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
89,0.694,0.6944,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
90,0.6942,0.7103,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
91,0.6962,0.6944,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
92,0.6962,0.6933,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
93,0.6942,0.6941,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
94,0.6952,0.6938,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
95,0.6958,0.6941,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
96,0.6957,0.6984,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
97,0.6953,0.6963,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
98,0.6959,0.6932,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
99,0.6958,0.6954,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
100,0.6953,0.6965,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
